,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
438,how many years is the term for a member of the house of representatives,two-year terms,2 years,0.0,0.528339147567749,79,19,59
439,where did piss up a rope come from,a song by the band Ween in 1996 from the album 12 Golden Country Greats,"Originated as a slang expression in American English, likely from the mid-20th century.",0.17391304347826086,1.3402111530303955,152,82,53
440,what is the moon festival called in chinese,Mid-Autumn Festival,中秋节,0.0,0.6808538436889648,81,30,53
441,spain and portugal divide the world between them in,The Treaty of Tordesillas,Treaty of Tordesillas divides world between Spain and Portugal in the 15th century,0.4,2.2681679725646973,210,100,56
442,who plays the clown in american horror story season 4,John Carroll Lynch,John Carroll Lynch,1.0,0.5326902866363525,78,23,56
443,when was dragon ball z first aired in the us,"September 13, 1996","September 13, 1996",1.0,0.7544379234313965,82,27,55
444,who played the kangaroo in horton hears a who,Carol Burnett,Carol Burnett,1.0,0.7355761528015137,80,24,56
445,who sang the theme song to quantum of solace,Jack White,Alicia Keys and Jack White,0.5714285714285715,0.6123270988464355,82,59,55
446,where is cape verde located on the african map,570 kilometres (350 mi) west of the Cape Verde Peninsula in West Africa,Off the coast of West Africa in the Atlantic Ocean,0.4,0.734133243560791,89,31,54
447,who was the song hey jude written for,"John Lennon's son, Julian",Julian Lennon,0.3333333333333333,0.8682279586791992,95,37,54
448,who said this quote ask not what your country can do for you,John F. Kennedy,John F. Kennedy,1.0,0.9706671237945557,98,59,58
449,where did helium come from the early universe,Primordial nucleosynthesis,Big Bang nucleosynthesis in the early universe,0.25,0.9085571765899658,99,69,53
450,what is meant by cyst in the ovary,a fluid-filled sac within the ovary,Fluid-filled sac in the ovary.,0.75,1.3283436298370361,131,72,54
451,who plays the little girl in field of dreams,Gabrielle Mary Hoffmann,Gaby Hoffmann,0.4,0.5203120708465576,74,21,54
452,who produced as long as you love me,"Rodney ""Darkchild"" Jerkins","""As Long As You Love Me"" by Justin Bieber was produced by Rodney ""Darkchild"" Jerkins.",0.33333333333333337,0.5796244144439697,74,32,53
453,what does the speed of a lens mean,"maximum aperture diameter, or minimum f-number, of a photographic lens. A lens with a larger maximum aperture (that is, a smaller minimum f-number)","Aperture size of the lens, not to be confused with focusing speed of the lens.",0.3125,1.8053679466247559,187,90,53
454,when is season 3 of star vs the forces of evil come out,"July 15, 2017","July 15, 2017",1.0,0.5951812267303467,89,27,59
455,most points ever averaged in a nba season,"1,389",50.4,0.0,0.7778184413909912,92,38,54
456,where was the titanic going when it sunk,New York City,"The Titanic was going from Southampton, England to New York City, USA when it sank.",0.35294117647058826,0.48165011405944824,72,29,54
457,who sings it all started with a beer,Frankie Ballard,"""It All Started with a Beer"" is a song by country music singer Frankie Ballard.",0.2666666666666667,0.4854769706726074,70,13,53
458,who was the first sri lankan politician who held the office of the prime minister for four times,Ranil Wickramasinghe,Ranasinghe Premadasa,0.0,1.8212268352508545,162,36,65
459,how many games did the cowboys win last year,9,"I'm sorry, I don't have the specific information on how many games the Cowboys won last year. You may need to look up the team's record from the previous season.",0.0,0.68758225440979,91,25,55
460,where is the aqueous humor located in a cow eye,ciliary epithelium,In the anterior chamber of the cow's eye,0.0,0.6126675605773926,85,27,56
461,which branch of government commands the army and navy,executive branch,President of the United States,0.0,0.9009177684783936,92,41,54
462,who played lincoln in steven spielberg's lincoln,Daniel Day-Lewis,Daniel Day-Lewis,1.0,0.5427322387695312,75,19,57
463,who plays daniel in descendants of the sun,Cho Tae-gwan,Jin Goo,0.0,0.595160722732544,76,22,54
464,who plays leonard snart in legends of tomorrow,Wentworth Earl Miller III,Wentworth Miller,0.6666666666666666,0.44351720809936523,66,20,56
465,what was the composition of the estate general of france,clergy,"Three estates composed the Estates General: First Estate (clergy), Second Estate (nobility), and Third Estate (commoners).",0.125,1.3969385623931885,152,85,55
466,who won season one of rupaul's drag race,BeBe Zahara Benet,Bebe Zahara Benet,1.0,0.5768554210662842,81,25,56
467,who plays 15 cent in the proud family movie,Omarion,Alisa Reyes,0.0,0.4594292640686035,74,23,55
468,who won the gold metal for men's ice hockey in 2014,Canada,Canada,1.0,0.5724191665649414,81,24,59
469,what is the name of the pig in charlotte's web,Wilbur,Wilbur,1.0,0.5196192264556885,74,18,57
470,who sang i want to change the world,Alvin Lee,V6,0.0,0.38956356048583984,66,19,53
471,who has won the race to liquefy helium,Heike Kamerlingh Onnes,The race to liquefy helium was won by Heike Kamerlingh Onnes in 1908.,0.4,0.5890195369720459,76,35,54
472,who voices captain dog in puppy dog pals,Patrick Warburton,Bob Uecker,0.0,0.6123690605163574,75,20,53
473,who is known as the father of the internet,Vinton Gray Cerf,Vint Cerf,0.4,0.46886730194091797,72,18,54
474,when was the first speed camera introduced in the uk,1991,The first speed camera in the UK was introduced in 1992.,0.0,0.47637367248535156,69,14,55
475,when is the new year day celebrated according to the indian national calendar,March 22/21,First day of Chaitra,0.0,0.6700053215026855,97,30,58
476,willy wonka and the chocolate factory 1971 cast charlie,Peter Ostrum,Peter Ostrum,1.0,0.7731425762176514,96,34,59
477,who sings the most wonderful time of the year,Andy Williams,"Andy Williams sings ""It's the Most Wonderful Time of the Year.""",0.3636363636363636,0.4574098587036133,68,14,54
478,in the kansas city style of jazz arrangements were based on,memory,12-bar blues form,0.0,0.5933606624603271,83,51,57
479,when did they start putting vin numbers on cars,1954,1981,0.0,0.6838638782501221,92,74,54
480,where did the concept of informed consent first appear officially,a medical malpractice United States court case in 1957,Nuremberg Code,0.0,1.0034849643707275,121,20,55
481,who played roxy in the story of tracy beaker,Sophie Borja,Sophie Borja-Edwards,0.5,0.7153792381286621,91,23,57
482,when does the regular season start for the nfl 2018,"September 6, 2018","The regular season for the NFL 2018 started on Thursday, September 6th, 2018.",0.28571428571428575,0.5356357097625732,79,29,57
483,what is the source of the yangtze river,Qinghai,"The source of the Yangtze River is the Tanggula Mountains in Qinghai province, China.",0.16666666666666669,0.47807931900024414,76,43,55
484,when does season 2 of spirit riding free come out,"September 8, 2017","September 8, 2017",1.0,0.6624197959899902,85,29,56
485,who does flag go to at a military funeral,the next of kin,The flag is typically presented to the next of kin of the deceased service member at a military funeral.,0.33333333333333337,0.5551004409790039,74,45,54
486,whose voice is the robot on the orville,Rachael MacFarlane,Norm MacDonald,0.0,0.43801188468933105,71,20,54
487,every morning in africa a gazelle wakes up author,Abe Gubegna,"The author of the quote ""Every morning in Africa, a gazelle wakes up"" is not specified.",0.0,0.5852220058441162,78,30,55
488,who did sweet pea belong to on popeye,Popeye,Sweet Pea belonged to Popeye and Olive Oyl.,0.2222222222222222,0.9072496891021729,66,12,54
489,average salary of a person in the united states,"$31,099","$51,916",0.0,0.5117223262786865,76,78,54
490,where did the saudi foreign minister go to school,University of North Texas,Georgetown University,0.3333333333333333,0.7380597591400146,94,52,55
491,who is bone thugs n harmony signed to,eOne Entertainment,Ruthless Records,0.0,0.5322601795196533,75,26,53
492,winner of comedy circus ke ajoobe grand finale,Krishna Abhishek,Bharti Singh and Siddharth Sagar,0.0,0.9196021556854248,92,30,55
493,who wrote the song don t want to miss a thing,Diane Warren,Diane Warren,1.0,0.5808849334716797,79,31,56
494,who won the most fa cups in england,Arsenal,Arsenal,1.0,0.5731122493743896,81,32,54
495,how long does it take grape juice to ferment into wine,from 5 to 14 days for primary fermentation and potentially another 5 to 10 days for a secondary fermentation,1-3 months,0.0,1.352499008178711,141,143,56
496,when is the last time an 11 seed made it to the elite 8,2018,2021,0.0,0.6744987964630127,92,62,61
497,where was avril lavigne's head above water video filmed,Iceland,Iceland,1.0,0.5494017601013184,80,24,56
498,who are the associate justices of the supreme court,Anthony Kennedy,There are currently 8 associate justices on the Supreme Court.,0.0,1.1536989212036133,129,99,54
499,college that has produced the most nfl quarterbacks,Purdue,USC,0.0,0.8006911277770996,94,22,53
500,who's opening for justin timberlake in chicago,The Shadowboxers,Francesco Yates,0.0,0.6240658760070801,80,20,55
501,who is representing mexico in little league world series,"Matamoros, Tamaulipas","The team representing Mexico in the Little League World Series varies each year and is typically a team of young players from a local Little League program. Unfortunately, I do not have real-time updates on the current team representing Mexico in the Little League World Series. You can check the official Little League website or news outlets for the most recent information.",0.0,1.1364164352416992,121,44,54
502,the fa premier league is owned by 20 shareholders who are,the 20 member clubs,The 20 clubs currently in the FA Premier League.,0.4,0.4340705871582031,68,124,57
503,who plays jack on secret life of the american teenager,Gregory P. Finley II,Greg Finley,0.3333333333333333,0.6413588523864746,85,26,55
504,who has the most grammys of all time,Sir Georg Solti,Georg Solti,0.8,0.6181435585021973,88,51,54
505,who wrote dr dre verse on forgot about dre,Eminem,"Dr. Dre wrote his own verse on ""Forgot About Dre.""",0.0,0.42295289039611816,67,24,54
506,who does the voice of elsa on frozen,primarily by Broadway actress and singer Idina Menzel,Idina Menzel,0.4,0.514573335647583,76,22,54
507,what does code red mean in the emergency room,fire has broken out somewhere in the hospital facility,FIRE EMERGENCY OR HIGH-RISK SITUATION THAT REQUIRES IMMEDIATE ACTION,0.11764705882352941,1.1199023723602295,124,63,54
508,who played the frog in gnomeo and juliet,Ashley Jensen,Ashley Jensen,1.0,0.6317846775054932,78,23,55
509,when is super girl season three coming out,"October 9, 2017",Season three of Supergirl has already aired.,0.0,0.6964764595031738,93,26,53
510,who received the most electoral votes in the 2000 presidential election,George Walker Bush,George W. Bush,0.6666666666666666,0.5603053569793701,84,54,58
511,where did the battle of chattanooga take place,October and November 1863,"Chattanooga, Tennessee",0.0,0.5553548336029053,73,19,54
512,when did the cross become a symbol of christianity,from the 4th century,4th century AD,0.6666666666666666,0.7387280464172363,95,22,55
513,when did anime become popular in the west,The 1960s,Late 1990s - early 2000s,0.0,0.9220576286315918,116,116,53
514,where has the us manufacturing belt been traditionally located (specific cities),Chicago,Midwest and Northeast regions,0.0,0.6149160861968994,89,29,58
515,punjab and haryana high court chief justice name,Krishna Murari,Raghvendra Singh Chauhan,0.0,2.0503828525543213,94,33,55
516,who is the highest ranking member of the senate,president pro tempore,The Vice President of the United States is the highest ranking member of the Senate.,0.14285714285714288,0.5487606525421143,70,13,54
517,who was the president when nafta was passed,Clinton,Bill Clinton,0.6666666666666666,0.5196301937103271,69,21,55
518,when is a breast cancer patient considered a survivor,"""living with or beyond cancer""",Throughout their life.,0.0,1.0155682563781738,80,20,54
519,where did system of a down come from,"Glendale, California","System of a Down was formed in Glendale, California, in 1994.",0.33333333333333337,0.45339059829711914,70,25,53
520,who played katherine chancellor's son on y&r,Beau Kazer,Brock Reynolds was played by Beau Kazer from 1974 to 2012.,0.3076923076923077,0.4718163013458252,73,24,55
521,who is the original singer of sitting on the dock of the bay,Otis Redding,"""Sitting on the Dock of the Bay"" original singer is Otis Redding",0.33333333333333337,0.7229971885681152,98,20,58
522,where is bile made and what does it do,produced by the liver of most vertebrates,Liver and gallbladder; digestion of fats.,0.3333333333333333,1.0268948078155518,104,62,54
523,who is dr altman on grey's anatomy,Kim Raver,Dr. Altman is the cardiothoracic surgeon on Grey's Anatomy.,0.0,0.416705846786499,70,58,54
524,when does the haunted mansion turn to nightmare before christmas,late summer,Mid-September to early January,0.0,0.6176414489746094,87,37,55
525,when was the united states founded as a country,1776,"The United States was founded as a country on July 4, 1776.",0.18181818181818182,0.8357996940612793,71,27,54
526,who plays it in stephen king's it,Bill Skarsgård,Bill Skarsgård,1.0,0.6810846328735352,87,60,54
527,when can we say that an object is at rest,When the position of a body with respect to its surroundings does not change with time,An object is at rest when its velocity is zero.,0.17391304347826086,0.6740477085113525,97,53,55
528,what happens in the battle between beowulf and the dragon,the dragon wounds Beowulf fatally,"Beowulf and Wiglaf defeat the dragon, but Beowulf dies in the process.",0.28571428571428575,1.6479241847991943,188,140,57
529,who plays the old lady in jackass 2,Spike Jonze,Spike Jonze,1.0,0.5126209259033203,77,22,55
530,where is the wheel and axle plant of indian railway situated,"Yelahanka, Bangalore in the Indian state of Karnataka","Bangalore, Karnataka, India",0.4,0.6053800582885742,83,24,56
531,present chairman of public accounts committee of lok sabha,Mapanna Mallikarjun Kharge,The current chairman of the Public Accounts Committee of Lok Sabha is Adhir Ranjan Chowdhury.,0.0,0.5128610134124756,75,93,55
532,when did india win the first t20 world cup,2007,"September 24, 2007",0.5,0.5807991027832031,82,26,55
533,who got the biggest contract in the nfl,"Johnson, Calvin",Patrick Mahomes,0.0,0.7532715797424316,94,36,53
534,where was the salvation army founded in australia,"a small house in Lygon Street, Carlton","Adelaide, South Australia",0.0,0.5311729907989502,74,24,53
535,the average length of life of members of a species is called,mean life span,life expectancy,0.4,0.4918556213378906,78,21,57
536,where did they film war for planet of the apes,"in the Lower Mainland in Vancouver,","British Columbia, Alberta, and California",0.0,0.8013889789581299,102,30,56
537,barney in how i met your mother real name,Neil Patrick Harris,Neil Patrick Harris,1.0,0.42186784744262695,65,22,55
538,how many cards do you get when you play uno,seven cards,7 cards,0.5,0.482011079788208,72,16,55
539,who provided the voice of the geico insurance company geico in its tv-ad debut,"Kelsey Grammer,",Kelsey Grammer,1.0,0.635883092880249,91,29,62
540,who is the present captain of indian army,General Bipin Rawat,General M.M. Naravane,0.3333333333333333,0.8184490203857422,96,17,53
541,how much impact does the tourist industry have on the icelandic economy,10 percent to the Icelandic GDP,"The tourist industry has a significant impact on the Icelandic economy, contributing substantially to GDP growth and job creation.",0.2857142857142857,2.0734453201293945,200,189,59
542,what type of government do we have in the united states today,Republic,The United States has a federal system of government that is a representative democracy.,0.0,0.4915757179260254,72,13,57
543,where is the ileum located in the body,the final section of the small intestine,lower abdomen,0.0,0.6357791423797607,86,29,54
544,when does season 2 a series of unfortunate events come out,"March 30, 2018","March 30, 2018",1.0,0.7260820865631104,91,34,57
545,who plays the goblin in harry potter 8,Warwick Ashley Davis,Warwick Davis,0.8,0.5905563831329346,85,29,57
546,how did american popular culture change around the turn of the 20th century,developed a series of new forms of music,"American popular culture around the turn of the 20th century saw the rise of mass media, entertainment forms like vaudeville, ragtime music, silent films, sports leagues, comics, automobiles, radio broadcasting, and the Jazz Age.",0.21621621621621623,3.5106194019317627,308,183,60
547,how soon after death does rigamortis set in,as soon as 4 hours post mortem,2-6 hours,0.22222222222222224,1.0161776542663574,108,16,56
548,who played cotton in pirates of the caribbean,David Bailie,David Bailie played Cotton in the Pirates of the Caribbean movie series.,0.33333333333333337,0.4801750183105469,68,13,54
549,who is sasha on dancing with the stars engaged to,Emma Slater,"Sasha Farber is engaged to Emma Slater, who is also a professional dancer on Dancing with the Stars.",0.2222222222222222,0.5887162685394287,78,28,56
550,when was the 22nd amendment proposed and ratified,"March 21, 1947","March 24, 1947 - proposed; February 27, 1951 - ratified",0.36363636363636365,0.9999926090240479,110,31,55
551,who played little jack in meet the fockers,Spencer and Bradley Pickren,"Little Jack in ""Meet the Fockers"" was played by actor Spencer Pickren.",0.26666666666666666,0.49632930755615234,73,32,55
552,when did the pixel 2 xl come out,"October 19, 2017","October 19, 2017",1.0,0.5846335887908936,80,26,54
553,who beat the carolina panthers in the super bowl,New England Patriots,Denver Broncos,0.0,0.4728529453277588,74,20,56
554,when does iron and wines new album come out,August 2017,"October 16, 2020",0.0,0.7397973537445068,95,39,54
555,the joy of life was painted in which style,early modernism,Pointillism,0.0,0.5076558589935303,74,26,54
556,camila cabello - crying in the club album,Camila,"I'm sorry, I cannot provide the full Camila Cabello - Crying in the Club album as it is copyrighted material. However, I can answer questions or provide information related to the album if you have any specific inquiries. Feel free to ask!",0.05128205128205127,0.897334098815918,107,70,55
557,who wrote the kill by 30 seconds to mars,Jared Leto,"The Kill (Bury Me) was written by Jared Leto, the lead singer of 30 Seconds to Mars.",0.23529411764705882,0.5940704345703125,79,24,55
558,who was the owner of the dodgers when jackie robinson played,Wesley Branch Rickey,Branch Rickey,0.8,0.5326628684997559,80,21,59
559,who figured out a way to determine the type of blood,Karl Landsteiner,"Karl Landsteiner, an Austrian physician, is credited with discovering the different blood types in 1900.",0.2666666666666667,0.527834415435791,79,15,56
560,to vote an election a person should be above the age of,18,18,1.0,0.36131882667541504,63,6,57
561,the children's online privacy protection act (1998) is a law designed to protect consumers' right to,privacy,protect their personal information,0.0,0.5390160083770752,88,27,66
562,1 million dollar winner on who wants to be a millionaire,John Carpenter,Congratulations! How can I help you?,0.0,0.37225914001464844,64,138,56
563,where is wall drug located in south dakota,in the town of Wall,"Wall, South Dakota",0.28571428571428575,0.4480886459350586,71,17,54
564,which is the nearest star to earth after sun,Proxima Centauri,Proxima Centauri,1.0,1.6728994846343994,171,26,54
565,when is season 6 of voltron coming out,"June 15, 2018","June 15, 2018",1.0,0.6110799312591553,86,62,55
566,when is ariana grande's album sweetener coming out,"August 17, 2018","August 17, 2018",1.0,0.5645339488983154,86,30,57
567,when does the 2018 19 nba schedule come out,"August 10, 2018","The NBA 2018-19 schedule was released on August 10, 2018.",0.5,0.478879451751709,77,14,58
568,what is the hierarchy in the roman catholic church,"bishops, priests, and deacons",Pope,0.0,0.8142557144165039,97,57,54
569,when is the new barbie movie coming out,"May 8, 2020",I'm not sure about the exact release date of the new Barbie movie. Have you checked the official Barbie website or movie databases for updates?,0.0,0.5561151504516602,82,41,54
570,how many new zealand soldiers died in ww1,"16,697","18,166",0.0,0.47976064682006836,76,19,55
571,how many secondary schools are there in wales,205,"I'm sorry, but I do not have that specific information. You may want to refer to the official government website or Department of Education in Wales for the most up-to-date and accurate numbers.",0.0,0.7217628955841064,93,50,54
572,where is the oval office in the white house,at the West Wing's southeast corner,"The Oval Office is located in the West Wing of the White House, on the southeastern side of the second floor.",0.09523809523809523,0.518425464630127,77,36,54
573,who was the queen of britain during ww1,George V,Queen Mary,0.0,0.6282932758331299,79,24,55
574,who is the minister of karnataka in 2018,H. D. Kumaraswamy,The Chief Minister of Karnataka in 2018 was H.D. Kumaraswamy. The deputy Chief Minister was G. Parameshwara.,0.1111111111111111,0.6271460056304932,87,40,57
575,who wrote beauty is truth truth is beauty,Keats,Keats,1.0,0.6364412307739258,85,37,53
576,who is the speaker of the house in the house of representatives,Congressman Paul Ryan from Wisconsin,Nancy Pelosi,0.0,0.5600235462188721,78,20,57
577,who wrote the song can't you see,Toy Caldwell,Toy Caldwell,1.0,0.7033400535583496,85,25,53
578,who plays grace in grace stirs up success,Olivia Rodrigo,Olivia Sanabia,0.5,0.570915699005127,83,19,54
579,what is the biggest convention center in the us,McCormick Place,McCormick Place,1.0,0.5525295734405518,78,15,54
580,harry potter the name that cannot be said,Voldemort,Lord Voldemort,0.6666666666666666,0.544546365737915,74,18,55
581,what area of san diego is sdsu in,The College Area,College Area,1.0,0.5644958019256592,82,21,56
582,what mlb team has the most perfect games,Dodgers,Oakland Athletics,0.0,1.2250087261199951,134,91,54
583,when was the last time jacksonville jaguars went to superbowl,2017,NEVER,0.0,0.43825817108154297,74,14,59
584,what is the boy's name in paw patrol,Ryder,Ryder,1.0,0.4484107494354248,70,16,54
585,who was mission san juan capistrano named after,Saint John the Baptist,Saint John of Capistrano,0.5714285714285715,0.6972546577453613,94,16,56
586,who wrote the poem a host of golden daffodils,William Wordsworth,William Wordsworth,1.0,0.7711501121520996,95,24,57
587,who starred in one flew over the cuckoos nest,Jack Nicholson,Jack Nicholson,1.0,0.49837350845336914,77,19,56
588,who plays my old kentucky home at the derby,the University of Louisville Marching Band,"The University of Louisville Marching Band plays ""My Old Kentucky Home"" at the Kentucky Derby.",0.5555555555555556,0.4770934581756592,75,19,56
589,who wrote if a picture paints a thousand words,David Gates,David Gates,1.0,0.5843524932861328,79,21,54
590,how many cigarettes in a pack in the us,at least 20,20,0.5,0.4686276912689209,72,16,54
591,when did the song rubberband man come out,August 1976,1976,0.6666666666666666,0.49710702896118164,78,24,54
592,how many times have spain won world cup,one,1,0.0,0.6518204212188721,72,13,54
593,the federal depository insurance corporation (fdic) has the power to close a bank when,When the bank becomes critically undercapitalized,the above conditions are met.,0.0,1.217961072921753,137,97,63
594,where do they film still open all hours,MediaCityUK in Salford,"""Still Open All Hours"" is filmed at the Dockyard Studios in MediaCityUK, Salford, Greater Manchester, England.",0.33333333333333337,0.5715267658233643,80,25,53
595,when did we become the united states of america,1776,"July 4, 1776",0.5,0.6290032863616943,88,34,54
596,who was the leader of the bolsheviks when they overthrew the russian monarchy,Vladimir Lenin,Vladimir Lenin,1.0,0.5633203983306885,87,25,62
597,when did the song 99 problems come out,"April 27, 2004",2004,0.5,0.49979543685913086,75,16,54
598,where is shooting of yeh rishta kya kehlata hai,Mumbai,"Mumbai, India",0.6666666666666666,0.5983703136444092,88,29,59
599,who served as president of the united states from 1901 to 1909,Theodore Roosevelt Jr.,Theodore Roosevelt,0.8,0.6192018985748291,85,24,61
600,who played harmonica on the wizard black sabbath,Ozzy Osbourne,Ozzy Osbourne,1.0,0.609891414642334,83,29,56
601,my life as a teenage robot series finale,Turncoats,"I'm sorry, but there is no official series finale of ""My Life as a Teenage Robot"". The show was canceled after three seasons, so there is no final episode to provide a step-by-step solution for.",0.0,1.6563050746917725,189,57,53
602,where is catholic university of east africa located,Nairobi Kenya,"Nairobi, Kenya",1.0,0.49660754203796387,73,23,53
603,when did the kings of comedy come out,2000,"""The Original Kings of Comedy"" was released in 2000.",0.2222222222222222,0.38650035858154297,66,11,53
604,when was the first issue of vogue published,1892,"December 17, 1892",0.5,0.6121423244476318,82,26,54
605,where is the united kingdom located on the world map,off the north-western coast of the European mainland,Northwestern Europe,0.25,0.8293361663818359,92,52,55
606,when is bring your daughter to work day,the fourth Thursday in April every year,Fourth Thursday in April,0.8,0.6139547824859619,75,61,53
607,who were the two scientists who proposed the theory of seafloor spreading in the early 1960s,Harry Hess,Harry Hess and Robert Dietz,0.5714285714285715,0.6230301856994629,102,36,66
608,what was number one on 21st march 1999,"""Believe""","""Believe"" by Cher was the number one song on March 21, 1999.",0.16666666666666669,1.3052918910980225,157,77,57
609,queen of the south season 3 episode 12 air date,"September 6, 2018","September 6, 2018",1.0,0.6595108509063721,92,35,57
610,where's washington dc located on a map,"bordered by Montgomery County, Maryland, to the northwest; Prince George's County, Maryland, to the east; and Arlington and Alexandria, Virginia, to the south and west","Washington D.C. is located in the District of Columbia, marked by the star on the map on the east coast of the United States.",0.0975609756097561,1.0374479293823242,127,64,53
611,who got second place on the world cup,Croatia,"To determine who got second place in a specific World Cup, you will need to provide the year or the event you are referring to.",0.0,0.5706183910369873,80,29,53
612,what percentage of the uk population say they have no religion,26.1,"1. Find the total population of the UK.
2. Identify the number of people who say they have no religion.
3. Calculate the percentage of the UK population who say they have no religion.

Could you provide the numbers or data for steps 1 and 2?",0.0,0.9258818626403809,111,178,56
613,when did the tax free savings account start in canada,"January 1, 2009",The Tax-Free Savings Account (TFSA) was introduced in Canada in 2009.,0.15384615384615383,0.47310519218444824,73,27,55
614,who get the flag at a military funeral,the next of kin,next of kin of the deceased service member,0.6,0.9161624908447266,115,26,53
615,who was indian president when first nuclear test were conduct,Dr. Abdul Kalam,The President of India when the first nuclear test was conducted in 1974 was Fakhruddin Ali Ahmed.,0.0,0.5990509986877441,79,23,55
616,when did great britain win the davis cup,2015,2015,1.0,0.4501645565032959,71,16,55
617,a quorum for a decision in the supreme court is,six,QUORUM = 6,0.0,0.6621992588043213,82,23,56
618,where are receptors for water soluble hormones located,on the plasma membrane,Receptors for water-soluble hormones are located on the cell membrane.,0.3333333333333333,0.5239858627319336,68,37,53
619,what are the different kinds of mike's hard lemonade,lemonade,"Different flavors of Mike's Hard Lemonade include original, black cherry, strawberry, cranberry, and peach.",0.13333333333333333,0.9826085567474365,116,78,56
620,what percentage of blood is composed of plasma,55%,55%,1.0,1.5213570594787598,147,19,53
621,who was the winner of season 1 skin wars,Natalie Fletcher,Natalie Fletcher,1.0,0.4940319061279297,75,20,55
622,where was the movie lady in white filmed,"Wayne County, New York",Upstate New York,0.5714285714285715,0.6802423000335693,94,24,53
623,when was steph curry drafted in the nba,2009,Steph Curry was drafted by the Golden State Warriors in the 2009 NBA Draft.,0.15384615384615385,0.513878583908081,73,12,55
624,the first public playhouse ( the theatre ) is built in london,1576,The Theatre.,0.0,0.6256241798400879,81,49,58
625,who is the current chief minister of kerala,Pinarayi Vijayan,Pinarayi Vijayan,1.0,0.6429719924926758,84,14,54
626,who played entwistle in last of the summer wine,"Herbert Tsangtse ""Burt"" Kwouk",Burt Kwouk,0.6666666666666666,0.566777229309082,85,29,56
627,where does the last name shinn come from,Korea,"English origin, derived from the Old English word ""scinn,"" meaning bright or splendid.",0.0,1.1833255290985107,118,72,54
628,when does the new season of legion come out,February 2018,"The new season of Legion is set to premiere on June 24, 2019.",0.0,0.5027847290039062,72,27,54
629,game of thrones season 7 season 3 release date,"July 30, 2017",4 years,0.0,1.0404398441314697,116,260,57
630,where did the king of france live before versailles,Tuileries Palace,"Louvre Palace, Paris",0.4,0.611577033996582,81,24,55
631,who won season 11 of food network star,Eddie Jackson,Eddie Jackson,1.0,0.5568645000457764,72,20,54
632,when is the last time the capitals made it to the stanley cup,2017–18,2018,0.0,0.7137248516082764,95,40,59
633,who played the clown on american horror story,John Carroll Lynch,John Carroll Lynch,1.0,0.5046329498291016,72,20,53
634,who managed the estate when the lord was away,the steward,The estate was typically managed by the steward when the lord was away.,0.18181818181818182,0.4056062698364258,68,13,54
635,how do you say great britain in french,Grande-Bretagne,Grande-Bretagne,1.0,0.5940825939178467,77,20,54
636,when was the last time man u was in the champions league,2017–18,2020-2021 season,0.0,0.7252578735351562,92,30,57
637,when did i can only imagine get released,2001,"March 16, 2018",0.0,0.6366324424743652,79,29,53
638,who played the ice queen in once upon a time,Elizabeth Mitchell,Elizabeth Mitchell,1.0,0.5492565631866455,72,19,55
639,where is dirty dancing supposed to take place,a resort in the Catskill Mountains,Dirty Dancing is supposed to take place in the Catskills region of New York in the summer of 1963.,0.09523809523809523,0.5362920761108398,76,32,53
640,who did the marlins beat in the 2003 world series,New York Yankees,New York Yankees,1.0,0.5222432613372803,81,22,59
641,david tennant's last episode of doctor who,The End of Time,"The End of Time, Part Two",0.7499999999999999,0.9775326251983643,116,60,56
642,who is the actor that plays the hound,Rory McCann,Rory McCann,1.0,0.5810272693634033,79,25,54
643,who wrote love so soft by kelly clarkson,Mozella,"Maureen ""Mozella"" McDonald, Priscilla Renea, Jesse Shatkin",0.25,0.9053027629852295,112,58,56
644,who is the home minister of india 2013,Sushilkumar Shinde,The Home Minister of India in 2013 was Sushilkumar Shinde.,0.3636363636363636,0.490694522857666,72,17,55
645,who survives the plane crash on grey's anatomy,Dr. Meredith Grey (Ellen Pompeo),"Meredith, Cristina, Derek, Arizona, and Mark survive the plane crash.",0.14285714285714285,1.0351684093475342,108,40,54
646,where is the united states located on earth,38°00′00″N 97°00′00″W﻿ / ﻿38.000°N 97.000°W,North America,0.0,0.42281270027160645,66,22,53
647,who is the famous painter who painted shakunthala,Raja Ravi Varma., Raja Ravi Varma ,1.0,0.693157434463501,85,27,57
648,the highest yield of rice per hectare in india is in which state,West Bengal,Punjab,0.0,0.5544674396514893,81,22,59
649,who wrote have a little talk with jesus,Cleavant Derricks,"""Have a Little Talk with Jesus"" was written by Cleavant Derricks.",0.33333333333333337,0.5214579105377197,72,32,54
650,who owns the pawn shop on pawn stars,Richard (Rick) Kevin Harrison,Rick Harrison and Richard Harrison,0.6666666666666665,0.6533021926879883,87,23,53
651,who wrote the song i'm coming home,Jermaine Cole,"Diddy, Skylar Grey, Jay-Z",0.0,0.8055644035339355,88,49,53
652,who has won the mens single title in the australian open tennis tournament 2018,Roger Federer,Roger Federer,1.0,0.5553841590881348,90,42,62
653,when does episode 5 come out for game of thrones,"April 12, 2015",ENDED,0.0,0.5257072448730469,77,40,57
654,who sang best of my love by the eagles,Don Henley,The Eagles,0.0,0.5098931789398193,75,17,55
655,where is the baseball all-star game being played,"July 11, 2017","Denver, Colorado",0.0,0.5148823261260986,80,28,54
